Key,Value
ResetPassword_Succeeded,ข้อมูลที่จำเป็นในการตั้งค่ารหัสผ่านใหม่ได้ถูกส่งไปยังอีเมลของคุณ
ResetPassword_YourEmail,อีเมลของคุณ
ResetPasswordModel_InvalidEmailAdress,อีเมลนี้ไม่ถูกต้อง
Share,ส่วนแบ่ง
Spam_AlreadySpammed,ผู้ใช้นี้เคยถูกตั้งค่าเป็นผู้ส่งอีเมลสแปม
Spam_Self,คุณไม่สามารถตั้งค่าตัวเองเป็นผู้ส่งสแปม 
Spam_Spam,สแปม
TextPostModel_Long,ตัวอักษรข้อความที่ส่งไปจะมีความยาวต้องไม่เกิน ...
TextPostModel_TextRequired,ไม่สามารถส่งข้อความที่ว่างเปล่า
User_About,ที่เกี่ยวข้อง
User_Followers,ให้ความสนใจกับคน
User_Followings,ให้ความสนใจ
User_WorldHistory,ประวัติศาสตร์ของโลก
User_InviteFriends,เชิญเพื่อน
User_NotExists,ผู้ใช้ไม่มีอยู่
User_Photos,ภาพถ่าย
User_SetProfile,แก้ไขข้อมูลส่วนตัว
User_Settings,คั้งค่า
User_ShowAll,แสดงทั้งหมด
User_Favorites,รายการโปรด
VerifiedAccount_ApplicationReceived,ไดรับใบสมัครของคุณ โปรดตรวจดูอีเมลของคุณ
World_CannotBeShared,การส่งบทความนี้ไม่สามารถใช้ร่วมกัน
Block_Block,ล็อค
Block_Unblock,ถูกปลดล็อค
Settings_Language,ภาษา
Settings_Country,ประเทศ
Settings_City,เมือง
Gift_Received,ผู้ใช้ได้ส่งโลกแล้ว
Credit_Sent,คุณส่งโลกแล้ว
Credit_Spent,คุณใช้โลกแล้ว
Camera_FromAlbum,เลือกจากอัลบั้ม
Camera_TakePhoto,ถ่ายภาพ
Common_Search,ค้นหา
Common_Delete,ลบ
User_SendMessage,ส่งข้อความ 
Settings_BlockedList,รายชื่อถูกล็อค
Common_Save,บันทึกไว้
User_ProfilePhoto,รูปภาพโปรไฟล์ส่วนตัว
User_HeaderPhoto,ภาพหัวข้อ
User_FullName,ชื่อเต็ม
User_FollowRequests,ผู้ให้ความสนใจมีความต้องการ  
Register_AcceptTerms,ฉันยอมรับเงื่อนไขการให้บริการ
Settings_ProfileOpen,เปิดเผย
Settings_ProfilePrivate,ปิดบัง
Settings_Profile,ข้อมูลส่วนตัว
Common_Day,วัน
Common_Hour,ชั่วโมง
Common_Minutes,นาที
Common_Seconds,วินาที
Common_Show,แสดง
Common_Logout,ออกจาก
Description_Commented,แสดงความคิดเห็น
Common_Month,เดือน
Common_Day,วัน
Common_Year,ปี
Common_All,ทั้งหมด
Common_Report,ร้องเรียน
VerifiedAccountForm_Title,คำขอบัญชีได้รับการอนุมัติ
Common_Help,ช่วย
